date,gym,room,machine,machineId,set,weight,reps,duration,level,incline,hr,notes
2026-06-26,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,1,60,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,2,75,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,3,90,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,4,102,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,5,120,15,,,,,
2026-06-26,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,6,135,15,,,,,
2026-06-25,Outdoor Aerobics,,Walk,m1782186709718,1,,,93,22,,,
2026-06-24,5th Street Gym,,Situp Bench (Incline),f03,1,,20,,,,,
2026-06-24,5th Street Gym,,Situp Bench (Incline),f03,2,,20,,,,,
2026-06-24,5th Street Gym,,Situp Bench (Incline),f03,3,,10,,,,,
2026-06-24,5th Street Gym,,Seated Tricep Dips,f08,1,22,10,,,,,
2026-06-24,5th Street Gym,,Seated Tricep Dips,f08,2,44,10,,,,,
2026-06-24,5th Street Gym,,Seated Tricep Dips,f08,3,66,10,,,,,
2026-06-24,5th Street Gym,,Bench Press,f05,1,44,10,,,,,
2026-06-24,5th Street Gym,,Bench Press,f05,2,88,10,,,,,
2026-06-24,5th Street Gym,,Bench Press,f05,3,88,10,,,,,
2026-06-24,5th Street Gym,,Horizontal Leg Press,f09,1,,10,,,,,
2026-06-24,5th Street Gym,,Horizontal Leg Press,f09,2,,10,,,,,
2026-06-24,5th Street Gym,,Horizontal Leg Press,f09,3,,10,,,,,
2026-06-24,5th Street Gym,,Shoulder Press,f04,1,,10,,,,,
2026-06-24,5th Street Gym,,Shoulder Press,f04,2,15,10,,,,,
2026-06-24,5th Street Gym,,Shoulder Press,f04,3,30,10,,,,,
2026-06-24,5th Street Gym,,Incline Chest Press,f10,1,15,10,,,,,
2026-06-24,5th Street Gym,,Incline Chest Press,f10,2,30,10,,,,,
2026-06-24,Outdoor Aerobics,,Walk,m1782186709718,1,,,60,,,,
2026-06-23,Outdoor Aerobics,,Walk,m1782186709718,1,,,66,28,,,
2026-06-22,5th Street Gym,,Combined Exerciser,f01,1,,10,,,,,
2026-06-22,Outdoor Aerobics,,Walk,m1782186709718,1,,,72,20,,,Approx 20 min avg pace bc I stopped for 5-10 minutes
2026-06-20,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,1,55,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,2,70,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Hip Adduction Machine,pm12,3,85,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Glute Isolator,pm14,1,10,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Glute Isolator,pm14,2,30,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Glute Isolator,pm14,3,50,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,1,15,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Leg Curl Machine,pm06,2,30,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,1,20,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,2,35,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Leg Extension Machine,pm05,3,50,,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Biceps Curl Machine,pm10,1,25,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Biceps Curl Machine,pm10,2,40,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Biceps Curl Machine,pm10,3,55,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,1,50,15,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,2,65,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Chest Press Machine,pm03,3,80,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Row Machine,pm02,1,40,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Row Machine,pm02,2,55,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Seated Row Machine,pm02,3,70,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Back Extension Bench,pm07,1,,15,,,,,
2026-06-20,Portofino Gym,Machines Room,Back Extension Bench,pm07,2,,15,,,,,
2026-06-20,Portofino Gym,Machines Room,Back Extension Bench,pm07,1,,15,,,,,
2026-06-20,Portofino Gym,Machines Room,Back Extension Bench,pm07,2,,15,,,,,
2026-06-20,Portofino Gym,Machines Room,Pec Fly / Rear Delt Combo,pm04,1,40,10,,,,,Slow!!
2026-06-20,Portofino Gym,Machines Room,Pec Fly / Rear Delt Combo,pm04,2,40,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Pec Fly / Rear Delt Combo,pm04,3,55,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Pec Fly / Rear Delt Combo,pm04,4,55,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Pec Fly / Rear Delt Combo,pm04,5,70,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Pec Fly / Rear Delt Combo,pm04,6,70,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,1,,10,,,,,
2026-06-20,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,2,,15,,,,,
2026-06-20,Portofino Gym,Machines Room,Adjustable Decline Abdominal Bench,pm01,3,,10,,,,,
